Image_path,Label
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_2 (4).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_2 (5).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_2 (6).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_2 (7).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_2 (8).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_2 (9).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_3 (1).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_3 (2).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_3 (3).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_3 (4).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_3 (5).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (1).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (10).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (11).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (12).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (13).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (14).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (15).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (16).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (17).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (2).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (3).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (4).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (5).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (6).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (7).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (8).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_4 (9).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (1).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (10).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (11).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (12).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (13).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (14).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (15).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (16).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (17).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (18).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (19).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (2).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (20).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (21).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (22).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (23).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (3).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (4).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (5).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (6).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (7).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (8).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_5 (9).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (1).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (10).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (11).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (12).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (13).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (14).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (15).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (16).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (17).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (18).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (19).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (2).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (20).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (21).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (22).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (23).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (24).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (25).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (26).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (27).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (28).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (3).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (4).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (5).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (6).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (7).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (8).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_6 (9).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (1).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (10).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (11).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (12).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (13).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (14).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (15).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (2).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (3).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (4).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (5).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (6).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (7).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (8).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_7 (9).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (1).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (10).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (11).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (12).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (13).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (14).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (2).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (3).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (4).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (5).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (6).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (7).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (8).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_8 (9).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_9 (1).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_9 (2).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_9 (3).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_9 (4).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_9 (5).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_9 (6).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\HSIL_9 (7).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (1).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (10).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (11).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (12).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (13).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (14).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (15).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (16).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (17).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (18).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (19).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (2).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (20).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (21).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (3).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (4).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (5).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (6).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (7).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (8).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_1 (9).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (1).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (10).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (11).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (12).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (13).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (14).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (15).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (16).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (17).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (18).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (19).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (2).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (20).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (21).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (22).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (23).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (24).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (25).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (26).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (27).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (3).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (4).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (5).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (6).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (7).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (8).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\scc_2 (9).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_3 (1).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_3 (10).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_3 (11).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_3 (2).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_3 (3).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_3 (4).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_3 (5).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_3 (6).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_3 (7).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_3 (8).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_3 (9).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (1).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (10).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (11).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (12).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (13).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (14).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (15).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (2).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (3).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (4).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (5).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (6).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (7).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (8).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\HISIL\SCC_4 (9).jpg,HISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\001.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\002.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\003.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\004.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\005.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\006.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\007.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\008.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\009.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\010.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\011.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\012.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\013.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\014.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\015.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\016.bmp,LISIL
c:\Users\IA\Desktop\citology pipeline Train\Dataset\Tile\LISIL\017.bmp,LISIL
